% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
33.9450000000        -1.5137493550        -12.6142247502       -12.5188982786      
33.9500000000        -1.5124991750        -12.6038068752       -12.8646323646      
33.9550000000        -1.5112491750        -12.5933905002       -12.7449551810      
33.9600000000        -1.5099992950        -12.5829751251       -12.7183602513      
33.9650000000        -1.5087493750        -12.5725594168       -12.7715501107      
33.9700000000        -1.5074991900        -12.5621415002       -12.5720881380      
33.9750000000        -1.5062488500        -12.5517222919       -12.7449551810      
33.9800000000        -1.5049991950        -12.5413087919       -12.7050627865      
33.9850000000        -1.5037491250        -12.5308918335       -12.6252779974      
33.9900000000        -1.5024991600        -12.5204757502       -12.5986830677      
33.9950000000        -1.5012490700        -12.5100586252       -12.7183602513      
34.0000000000        -1.4999986950        -12.4996391253       -12.4790058841      
34.0050000000        -1.4987492800        -12.4892276252       -12.5321957435      
34.0100000000        -1.4974990900        -12.4788096669       -12.6651703919      
34.0150000000        -1.4962491650        -12.4683939169       -12.5056008138      
34.0200000000        -1.4949993400        -12.4579790002       -12.5188982786      
34.0250000000        -1.4937492750        -12.4475620835       -12.7050627865      
34.0300000000        -1.4924969750        -12.4371265424       -12.5321957435      
34.0350000000        -1.4912491350        -12.4267281669       -12.6385754623      
34.0400000000        -1.4899989850        -12.4163105419       -12.5056008138      
34.0450000000        -1.4887487050        -12.4058918336       -12.5986830677      
34.0500000000        -1.4874991750        -12.3954793752       -12.3992210950      
34.0550000000        -1.4862431600        -12.3850128766       -12.6784678568      
34.0600000000        -1.4849991950        -12.3746467919       -12.5188982787      
34.0650000000        -1.4837485450        -12.3642250004       -12.5321957435      
34.0700000000        -1.4824990200        -12.3538125836       -12.7582526459      
34.0750000000        -1.4812485400        -12.3433922087       -12.2662464466      
34.0800000000        -1.4799968550        -12.3329617924       -12.8114425053      
34.0850000000        -1.4787490450        -12.3225636669       -12.5056008138      
34.0900000000        -1.4774990850        -12.3121476252       -12.5454932083      
34.0950000000        -1.4762489400        -12.3017300419       -12.7050627865      
34.1000000000        -1.4749525250        -12.2909268861       -12.2662464466      
34.1050000000        -1.4737490400        -12.2808981252       -12.9178222240      
34.1100000000        -1.4724992200        -12.2704832502       -12.2928413763      
34.1150000000        -1.4712493650        -12.2600680835       -12.5454932083      
34.1200000000        -1.4699991450        -12.2496498752       -12.6252779974      
34.1250000000        -1.4687491450        -12.2392335002       -12.3327337708      
34.1300000000        -1.4674991250        -12.2288169586       -12.5188982786      
34.1350000000        -1.4662487700        -12.2183976253       -12.3859236302      
34.1400000000        -1.4649925700        -12.2079295851       -12.6385754623      
34.1450000000        -1.4637490550        -12.1975672502       -12.2396515169      
34.1500000000        -1.4624972550        -12.1871358756       -12.4923033489      
34.1550000000        -1.4612492300        -12.1767359585       -12.3593287005      
34.1600000000        -1.4599985450        -12.1663138753       -12.2130565872      
34.1650000000        -1.4587492800        -12.1559036252       -12.4125185599      
34.1700000000        -1.4574989950        -12.1454848752       -12.3726261653      
34.1750000000        -1.4562490750        -12.1350691669       -12.3593287005      
34.1800000000        -1.4549986350        -12.1246491253       -12.3061388411      
34.1850000000        -1.4537487900        -12.1142340419       -12.2263540521      
34.1900000000        -1.4524987750        -12.1038175419       -12.4125185599      
34.1950000000        -1.4512488500        -12.0934017919       -12.3726261654      
34.2000000000        -1.4499985950        -12.0829832920       -12.3593287005      
34.2050000000        -1.4487486900        -12.0725677086       -12.1199743333      
34.2100000000        -1.4474982750        -12.0621478754       -12.5056008138      
34.2150000000        -1.4462489800        -12.0517373752       -12.1598667278      
34.2200000000        -1.4449983750        -12.0413159587       -12.1598667278      
34.2250000000        -1.4437489250        -12.0309041669       -12.6518729271      
34.2300000000        -1.4424981050        -12.0204809588       -12.1598667278      
34.2350000000        -1.4412486550        -12.0100691670       -12.2396515169      
34.2400000000        -1.4399988650        -11.9996545419       -12.3194363060      
34.2450000000        -1.4387492150        -11.9892410835       -12.0933794036      
34.2500000000        -1.4374979950        -11.9788145422       -12.1731641927      
34.2550000000        -1.4362492000        -11.9684082085       -12.2263540521      
34.2600000000        -1.4349986400        -11.9579871670       -12.1066768684      
34.2650000000        -1.4337491600        -11.9475751252       -12.1598667278      
34.2700000000        -1.4324985800        -11.9371539170       -12.1332717981      
34.2750000000        -1.4312491850        -11.9267425835       -12.0800819387      
34.2800000000        -1.4299966350        -11.9163049591       -12.0268920793      
34.2850000000        -1.4287442400        -11.9058686263       -12.1997591223      
34.2900000000        -1.4274986200        -11.8954887503       -11.8939174309      
34.2950000000        -1.4262488400        -11.8850742086       -12.1199743333      
34.3000000000        -1.4249987650        -11.8746572086       -12.0401895442      
34.3050000000        -1.4237491700        -11.8642442085       -11.8540250363      
34.3100000000        -1.4224983400        -11.8538209171       -12.0933794036      
34.3150000000        -1.4212491700        -11.8434114585       -11.8274301067      
34.3200000000        -1.4199992200        -11.8329955002       -11.8141326418      
34.3250000000        -1.4187492650        -11.8225795002       -12.0135946145      
34.3300000000        -1.4174987600        -11.8121589170       -11.6412655988      
34.3350000000        -1.4162492050        -11.8017462502       -12.0401895442      
34.3400000000        -1.4149988450        -11.7913268753       -11.8673225012      
34.3450000000        -1.4137488550        -11.7809105836       -11.8274301067      
34.3500000000        -1.4124992200        -11.7704972502       -11.9604047551      
34.3550000000        -1.4112487550        -11.7600770003       -11.7077529231      
34.3600000000        -1.4099990250        -11.7496628752       -12.0002971497      
34.3650000000        -1.4085495650        -11.7375843801       -11.7343478528      
34.3700000000        -1.4074821100        -11.7286891709       -11.8673225012      
34.3750000000        -1.4059284100        -11.7157420334       -11.7343478528      
34.3800000000        -1.4049054650        -11.7072177304       -11.8008351770      
34.3850000000        -1.4037490000        -11.6975807919       -11.8141326418      
34.3900000000        -1.4024982700        -11.6871583338       -11.8673225012      
34.3950000000        -1.4012488900        -11.6767471253       -11.6412655988      
34.4000000000        -1.3999986700        -11.6663289170       -11.8806199661      
34.4050000000        -1.3987490900        -11.6559160419       -11.6678605285      
34.4100000000        -1.3974984800        -11.6454945837       -11.7609427825      
34.4150000000        -1.3962491200        -11.6350835419       -11.6944554582      
34.4200000000        -1.3949984900        -11.6246619170       -11.4418036261      
34.4250000000        -1.3937487250        -11.6142475003       -11.6545630637      
34.4300000000        -1.3924944650        -11.6037956263       -11.6678605285      
34.4350000000        -1.3912489550        -11.5934166669       -11.7343478528      
34.4400000000        -1.3899993650        -11.5830037085       -11.6013732043      
34.4450000000        -1.3887492450        -11.5725863335       -11.5348858801      
34.4500000000        -1.3874992200        -11.5621697502       -11.6545630637      
34.4550000000        -1.3862494250        -11.5517550835       -11.6678605285      
34.4600000000        -1.3849993450        -11.5413380418       -11.5747782746      
34.4650000000        -1.3837492500        -11.5309208752       -11.6146706692      
34.4700000000        -1.3824990050        -11.5205024586       -11.4816960207      
34.4750000000        -1.3812489300        -11.5100854586       -11.5747782746      
34.4800000000        -1.3799990100        -11.4996697502       -11.6146706692      
34.4850000000        -1.3786961350        -11.4888127625       -11.5614808098      
34.4900000000        -1.3774990000        -11.4788369169       -11.6279681340      
34.4950000000        -1.3762491250        -11.4684215835       -11.5880757395      
34.5000000000        -1.3747729850        -11.4561207613       -11.4683985559      
34.5050000000        -1.3733972200        -11.4446563740       -11.4285061613      
34.5100000000        -1.3723490250        -11.4359216602       -11.5082909504      
34.5150000000        -1.3712459950        -11.4267300009       -11.5481833449      
34.5200000000        -1.3699991350        -11.4163397919       -11.4019112316      
34.5250000000        -1.3687482950        -11.4059164171       -11.4019112316      
34.5300000000        -1.3674992950        -11.3955083752       -11.5481833449      
34.5350000000        -1.3662493500        -11.3850924585       -11.3620188371      
34.5400000000        -1.3649991500        -11.3746744168       -11.6146706691      
34.5450000000        -1.3637494650        -11.3642606668       -11.3886137668      
34.5500000000        -1.3624992800        -11.3538427502       -11.5082909504      
34.5550000000        -1.3612494450        -11.3434277501       -11.4683985559      
34.5600000000        -1.3599993400        -11.3330105002       -11.5481833449      
34.5650000000        -1.3587408350        -11.3225232521       -11.3886137668      
34.5700000000        -1.3574993350        -11.3121777085       -11.5481833449      
34.5750000000        -1.3562494750        -11.3017625001       -11.4019112316      
34.5800000000        -1.3549994200        -11.2913456668       -11.4019112316      
34.5850000000        -1.3537493700        -11.2809288751       -11.4019112316      
34.5900000000        -1.3524992400        -11.2705114168       -11.5747782746      
34.5950000000        -1.3512493300        -11.2600957918       -11.1625568644      
34.6000000000        -1.3499992550        -11.2496787918       -11.5348858801      
34.6050000000        -1.3487491550        -11.2392615835       -11.4551010910      
34.6100000000        -1.3474991950        -11.2288455419       -11.3487213723      
34.6150000000        -1.3462492900        -11.2184299585       -11.5348858801      
34.6200000000        -1.3449990750        -11.2080117919       -11.2157467238      
34.6250000000        -1.3437493150        -11.1975974168       -11.4551010910      
34.6300000000        -1.3424992500        -11.1871805002       -11.5747782746      
34.6350000000        -1.3412468750        -11.1767443341       -11.3088289777      
34.6400000000        -1.3399988450        -11.1663443753       -11.3620188371      
34.6450000000        -1.3387488850        -11.1559283336       -11.5215884152      
34.6500000000        -1.3374991700        -11.1455143335       -11.2955315129      
34.6550000000        -1.3362490600        -11.1350970419       -11.5215884152      
34.6600000000        -1.3349991400        -11.1246813335       -11.3088289777      
34.6650000000        -1.3337490000        -11.1142637919       -11.3886137668      
34.6700000000        -1.3324991850        -11.1038489585       -11.3088289777      
34.6750000000        -1.3312485500        -11.0934272920       -11.2822340480      
34.6800000000        -1.3299992050        -11.0830163752       -11.5880757395      
34.6850000000        -1.3287491450        -11.0725995002       -11.2423416535      
34.6900000000        -1.3274992300        -11.0621838335       -11.2423416535      
34.6950000000        -1.3262491750        -11.0517670002       -11.3354239074      
34.7000000000        -1.3249991150        -11.0413501252       -11.4418036262      
34.7050000000        -1.3237490550        -11.0309332502       -11.4285061613      
34.7100000000        -1.3224992800        -11.0205187502       -11.2157467238      
34.7150000000        -1.3212438950        -11.0100575014       -11.2556391183      
34.7200000000        -1.3199991350        -10.9996847919       -11.5082909504      
34.7250000000        -1.3187070100        -10.9889173850       -11.2024492589      
34.7300000000        -1.3174802100        -10.9786943379       -11.4816960207      
34.7350000000        -1.3160478100        -10.9667580055       -11.4019112316      
34.7400000000        -1.3149986900        -10.9580155837       -10.9763923566      
34.7450000000        -1.3137492000        -10.9476034585       -11.2955315129      
34.7500000000        -1.3124993200        -10.9371880835       -11.2290441886      
34.7550000000        -1.3112394750        -10.9266896691       -11.2955315129      
34.7600000000        -1.3099991650        -10.9163540419       -11.2423416535      
34.7650000000        -1.3087493450        -10.9059391668       -11.2290441886      
34.7700000000        -1.3074992850        -10.8955222918       -11.3088289777      
34.7750000000        -1.3062495000        -10.8851077085       -11.0694746105      
34.7800000000        -1.3049993800        -10.8746903335       -11.4152086965      
34.7850000000        -1.3037492750        -10.8642730835       -11.0561771457      
34.7900000000        -1.3024976000        -10.8538427506       -11.2024492589      
34.7950000000        -1.3012493800        -10.8434412085       -11.0960695402      
34.8000000000        -1.2999991300        -10.8330227502       -11.1226644699      
34.8050000000        -1.2987492950        -10.8226077502       -11.0827720754      
34.8100000000        -1.2974982900        -10.8121830004       -11.1226644699      
34.8150000000        -1.2962491300        -10.8017736252       -11.0694746105      
34.8200000000        -1.2949988950        -10.7913552919       -11.0295822159      
34.8250000000        -1.2937493200        -10.7809424585       -11.1625568644      
34.8300000000        -1.2924986700        -10.7705206670       -11.0694746105      
34.8350000000        -1.2912492200        -10.7601088752       -11.1359619347      
34.8400000000        -1.2899991150        -10.7496916252       -11.1625568644      
34.8450000000        -1.2887492400        -10.7392762918       -10.8301202433      
34.8500000000        -1.2874993250        -10.7288606252       -11.2157467238      
34.8550000000        -1.2862491650        -10.7184429169       -10.9364999620      
34.8600000000        -1.2849993400        -10.7080280002       -10.8966075675      
34.8650000000        -1.2837423050        -10.6975530018       -11.2556391184      
34.8700000000        -1.2824992700        -10.6871946668       -10.7104430597      
34.8750000000        -1.2812492400        -10.6767780418       -10.8168227784      
34.8800000000        -1.2799992950        -10.6663621252       -11.0029872863      
34.8850000000        -1.2787492850        -10.6559456668       -10.7636329191      
34.8900000000        -1.2774994800        -10.6455309168       -10.9364999620      
34.8950000000        -1.2762492950        -10.6351130002       -10.9099050323      
34.9000000000        -1.2749992700        -10.6246964168       -10.8035253136      
34.9050000000        -1.2737489700        -10.6142775419       -10.8035253136      
34.9100000000        -1.2724861100        -10.6037540032       -10.8700126378      
34.9150000000        -1.2712488550        -10.5934438336       -10.6306582706      
34.9200000000        -1.2699992050        -10.5830303752       -10.8966075675      
34.9250000000        -1.2687492700        -10.5726145419       -10.5641709464      
34.9300000000        -1.2674993850        -10.5621991251       -10.6838481300      
34.9350000000        -1.2662489250        -10.5517789169       -10.5774684112      
34.9400000000        -1.2647714550        -10.5394670116       -10.6572532003      
34.9450000000        -1.2637247700        -10.5307448809       -10.5242785518      
34.9500000000        -1.2624991850        -10.5205319585       -10.5774684112      
34.9550000000        -1.2612448850        -10.5100797512       -10.5109810870      
34.9600000000        -1.2599989950        -10.4996976253       -10.5242785518      
34.9650000000        -1.2587491500        -10.4892825419       -10.3780064385      
34.9700000000        -1.2574992300        -10.4788668335       -10.4577912276      
34.9750000000        -1.2562490650        -10.4684490835       -10.6306582706      
34.9800000000        -1.2549992900        -10.4580345835       -10.4178988331      
34.9850000000        -1.2537493100        -10.4476183751       -10.4976836222      
34.9900000000        -1.2524991450        -10.4372006252       -10.5242785519      
34.9950000000        -1.2512492400        -10.4267850419       -10.4046013682      
35.0000000000        -1.2499860950        -10.4162591282       -10.5375760167      
35.0050000000        -1.2487493300        -10.4059530418       -10.4710886924      
35.0100000000        -1.2474935450        -10.3954884599       -10.4178988331      
35.0150000000        -1.2462492150        -10.3851193335       -10.3248165792      
35.0200000000        -1.2449990500        -10.3747015836       -10.4710886925      
35.0250000000        -1.2437493300        -10.3642875418       -10.2317343253      
35.0300000000        -1.2424990400        -10.3538687502       -10.4444937628      
35.0350000000        -1.2412491050        -10.3434529169       -10.5774684112      
35.0400000000        -1.2399992500        -10.3330377502       -10.4577912276      
35.0450000000        -1.2387459700        -10.3225940426       -10.2716267198      
35.0500000000        -1.2374990550        -10.3122033752       -10.4577912276      
35.0550000000        -1.2362490800        -10.3017872085       -10.4178988331      
35.0600000000        -1.2349992050        -10.2913718752       -10.3647089737      
35.0650000000        -1.2337493150        -10.2809564168       -10.3381140440      
35.0700000000        -1.2324973550        -10.2705237089       -10.3248165792      
35.0750000000        -1.2312491300        -10.2601221252       -10.1652470010      
35.0800000000        -1.2299990950        -10.2497054585       -10.5641709464      
35.0850000000        -1.2287492550        -10.2392904169       -10.2583292549      
35.0900000000        -1.2274987700        -10.2288700003       -10.3913039034      
35.0950000000        -1.2262440200        -10.2184140431       -10.4178988331      
35.1000000000        -1.2249991300        -10.2080402502       -10.3115191143      
35.1050000000        -1.2237453700        -10.1975925428       -10.2317343252      
35.1100000000        -1.2223963150        -10.1863507325       -10.2184368604      
35.1150000000        -1.2211156400        -10.1756787397       -10.1519495362      
35.1200000000        -1.2199984050        -10.1663687087       -10.0854622119      
35.1250000000        -1.2187464750        -10.1559362508       -10.4577912276      
35.1300000000        -1.2174988500        -10.1455396670       -10.1253546065      
35.1350000000        -1.2161416900        -10.1342303169       -10.0588672823      
35.1400000000        -1.2149949150        -10.1246741262       -10.3780064386      
35.1450000000        -1.2137443550        -10.1142530847       -10.2051393955      
35.1500000000        -1.2124991050        -10.1038762919       -10.2051393956      
35.1550000000        -1.2112093000        -10.0931282178       -10.3115191143      
35.1600000000        -1.2099988650        -10.0830415419       -10.0854622119      
35.1650000000        -1.2087481000        -10.0726187921       -10.0588672823      
35.1700000000        -1.2074978400        -10.0622002505       -10.4178988331      
35.1750000000        -1.2062490250        -10.0517937502       -10.1519495362      
35.1800000000        -1.2049951950        -10.0413454595       -10.0987596768      
35.1850000000        -1.2037459700        -10.0309355426       -10.2317343253      
35.1900000000        -1.2024987600        -10.0205424170       -10.1120571416      
35.1950000000        -1.2012493250        -10.0101307501       -10.0854622119      
35.2000000000        -1.1999916350        -9.9996502936        -10.0721647471      
35.2050000000        -1.1987493100        -9.9892978752        -10.2716267198      
35.2100000000        -1.1974993500        -9.9788818335        -10.0721647471      
35.2150000000        -1.1962490550        -9.9684630002        -10.2450317901      
35.2200000000        -1.1949990650        -9.9580467085        -10.2982216495      
35.2250000000        -1.1937490200        -9.9476299586        -10.0322723526      
35.2300000000        -1.1924987250        -9.9372111253        -10.0455698174      
35.2350000000        -1.1912492050        -9.9267987502        -10.1253546065      
35.2400000000        -1.1899991650        -9.9163820419        -10.1918419307      
35.2450000000        -1.1887490450        -9.9059646669        -9.9125951690       
35.2500000000        -1.1874991700        -9.8955493335        -10.2317343252      
35.2550000000        -1.1862491500        -9.8851327919        -9.9125951689       
35.2600000000        -1.1849989750        -9.8747149586        -10.0588672823      
35.2650000000        -1.1837491500        -9.8643000419        -10.2184368604      
35.2700000000        -1.1824991150        -9.8538833752        -10.2051393955      
35.2750000000        -1.1812492050        -9.8434677502        -10.1652470010      
35.2800000000        -1.1799990500        -9.8330500836        -10.3381140440      
35.2850000000        -1.1787491900        -9.8226348752        -9.9391900986       
35.2900000000        -1.1774992600        -9.8122190835        -10.1120571416      
35.2950000000        -1.1762491600        -9.8018018752        -10.0189748877      
35.3000000000        -1.1749992500        -9.7913862502        -9.8992977041       
35.3050000000        -1.1737491700        -9.7809692085        -10.1519495362      
35.3100000000        -1.1724990050        -9.7705514586        -10.0189748877      
35.3150000000        -1.1712481900        -9.7601282921        -10.0588672822      
35.3200000000        -1.1699992500        -9.7497207502        -9.9391900986       
35.3250000000        -1.1687492150        -9.7393040835        -10.1652470010      
35.3300000000        -1.1674991650        -9.7288872919        -9.9657850284       
35.3350000000        -1.1662491850        -9.7184710835        -10.0588672822      
35.3400000000        -1.1649832250        -9.7079217122        -10.1120571417      
35.3450000000        -1.1637486850        -9.6976341670        -10.1120571416      
35.3500000000        -1.1624984650        -9.6872159587        -9.8062154502       
35.3550000000        -1.1612492900        -9.6768064585        -9.9258926338       
35.3600000000        -1.1599992800        -9.6663900002        -9.9923799580       
35.3650000000        -1.1587490850        -9.6559720002        -9.8062154502       
35.3700000000        -1.1574989900        -9.6455548336        -10.0455698174      
35.3750000000        -1.1562490100        -9.6351386253        -9.9657850284       
35.3800000000        -1.1549992900        -9.6247245835        -9.7929179853       
35.3850000000        -1.1537491200        -9.6143067919        -9.7397281260       
35.3900000000        -1.1524845000        -9.6037685870        -9.9657850284       
35.3950000000        -1.1512490150        -9.5934731669        -9.9524875635       
35.4000000000        -1.1499295250        -9.5824777248        -9.7530255908       
35.4050000000        -1.1487487100        -9.5726378753        -9.8860002392       
35.4100000000        -1.1473633450        -9.5610934902        -9.8195129151       
35.4150000000        -1.1462490100        -9.5518076252        -9.6865382666       
35.4200000000        -1.1449965850        -9.5413710425        -9.5668610830       
35.4250000000        -1.1437490150        -9.5309749169        -10.1120571416      
35.4300000000        -1.1424742300        -9.5203520060        -9.7397281260       
35.4350000000        -1.1412295850        -9.5099802548        -9.6466458720       
35.4400000000        -1.1399991050        -9.4997265419        -9.9125951690       
35.4450000000        -1.1387492450        -9.4893113335        -9.7796205205       
35.4500000000        -1.1374993400        -9.4788957502        -9.5668610830       
35.4550000000        -1.1362493500        -9.4684794585        -9.7264306611       
